alert_id,index,anomaly_score,severity,contributing_models,num_models_agree
ALERT_083602,83602,0.9965222949276008,critical,lstm_autoencoder,1
ALERT_258440,258440,0.9964972378659702,critical,"isolation_forest, lstm_autoencoder",2
ALERT_016708,16708,0.9964782157104736,critical,lstm_autoencoder,1
ALERT_132763,132763,0.9964619488167415,critical,lstm_autoencoder,1
ALERT_273481,273481,0.9963955258823316,critical,lstm_autoencoder,1
ALERT_255241,255241,0.9963714941951136,critical,lstm_autoencoder,1
ALERT_315597,315597,0.996310725387634,critical,lstm_autoencoder,1
ALERT_077981,77981,0.996217252079079,critical,lstm_autoencoder,1
ALERT_342310,342310,0.9959066539124244,critical,lstm_autoencoder,1
ALERT_356198,356198,0.9958728395220026,critical,lstm_autoencoder,1
ALERT_288878,288878,0.99580944895446,critical,lstm_autoencoder,1
ALERT_196835,196835,0.9957711574373564,critical,lstm_autoencoder,1
ALERT_204115,204115,0.9957483610687802,critical,lstm_autoencoder,1
ALERT_323763,323763,0.995710754981938,critical,lstm_autoencoder,1
ALERT_181798,181798,0.9956684769208674,critical,lstm_autoencoder,1
ALERT_114009,114009,0.9956568858218908,critical,lstm_autoencoder,1
ALERT_179170,179170,0.9955240354422688,critical,lstm_autoencoder,1
ALERT_378612,378612,0.9953573170421032,critical,lstm_autoencoder,1
ALERT_221028,221028,0.9953524343947464,critical,"isolation_forest, lstm_autoencoder, deep_clustering",3
ALERT_121401,121401,0.9953490465275322,critical,lstm_autoencoder,1
ALERT_351952,351952,0.9952360277352128,critical,lstm_autoencoder,1
ALERT_003075,3075,0.9951997486241216,critical,lstm_autoencoder,1
ALERT_072408,72408,0.9950620807540032,critical,lstm_autoencoder,1
ALERT_345859,345859,0.9950270293837272,critical,"isolation_forest, lstm_autoencoder",2
ALERT_176157,176157,0.9949980347937886,critical,lstm_autoencoder,1
ALERT_213531,213531,0.9949514184803114,critical,lstm_autoencoder,1
ALERT_240597,240597,0.994933609488612,critical,lstm_autoencoder,1
ALERT_238369,238369,0.994872946331944,critical,lstm_autoencoder,1
ALERT_352764,352764,0.9947311035459464,critical,lstm_autoencoder,1
ALERT_216790,216790,0.994675436846816,critical,lstm_autoencoder,1
ALERT_166569,166569,0.994549318014942,critical,lstm_autoencoder,1
ALERT_152842,152842,0.9945316024246746,critical,lstm_autoencoder,1
ALERT_376972,376972,0.99444424321673,critical,lstm_autoencoder,1
ALERT_175796,175796,0.9944268287581136,critical,lstm_autoencoder,1
ALERT_281983,281983,0.994327388558686,critical,lstm_autoencoder,1
ALERT_043670,43670,0.9942312486054532,critical,lstm_autoencoder,1
ALERT_060572,60572,0.994061934858297,critical,lstm_autoencoder,1
ALERT_178478,178478,0.9939266980095518,critical,lstm_autoencoder,1
ALERT_256740,256740,0.9938389865305524,critical,lstm_autoencoder,1
ALERT_113713,113713,0.9936737607846908,critical,lstm_autoencoder,1
ALERT_357821,357821,0.9936697661051902,critical,lstm_autoencoder,1
ALERT_145072,145072,0.9935319814916684,critical,"isolation_forest, lstm_autoencoder",2
ALERT_176201,176201,0.9934097238985506,critical,lstm_autoencoder,1
ALERT_366202,366202,0.99335574386644,critical,lstm_autoencoder,1
ALERT_322041,322041,0.9933495534560284,critical,lstm_autoencoder,1
ALERT_112848,112848,0.9932616364807944,critical,lstm_autoencoder,1
ALERT_300415,300415,0.9931333508446852,critical,lstm_autoencoder,1
ALERT_015247,15247,0.9930999075065736,critical,"isolation_forest, lstm_autoencoder",2
ALERT_219424,219424,0.9930457825294476,critical,lstm_autoencoder,1
ALERT_232889,232889,0.9930309257281468,critical,lstm_autoencoder,1
ALERT_249361,249361,0.9929812382902218,critical,lstm_autoencoder,1
ALERT_147838,147838,0.9929112246907568,critical,lstm_autoencoder,1
ALERT_338048,338048,0.9928730579025202,critical,lstm_autoencoder,1
ALERT_357652,357652,0.99273687241997,critical,lstm_autoencoder,1
ALERT_328865,328865,0.9926812528452796,critical,lstm_autoencoder,1
ALERT_135453,135453,0.9925652531761368,critical,lstm_autoencoder,1
ALERT_254590,254590,0.9925607478683488,critical,lstm_autoencoder,1
ALERT_249258,249258,0.9925602436007112,critical,lstm_autoencoder,1
ALERT_380161,380161,0.9925193789080882,critical,lstm_autoencoder,1
ALERT_173646,173646,0.9923475140227188,critical,lstm_autoencoder,1
ALERT_334627,334627,0.9922656171935714,critical,lstm_autoencoder,1
ALERT_295974,295974,0.9920654841940764,critical,lstm_autoencoder,1
ALERT_179946,179946,0.9919096819710274,critical,lstm_autoencoder,1
ALERT_171831,171831,0.9917314642105612,critical,lstm_autoencoder,1
ALERT_110740,110740,0.991703573528504,critical,lstm_autoencoder,1
ALERT_293735,293735,0.9916597634814835,critical,lstm_autoencoder,1
ALERT_149683,149683,0.991591465703205,critical,lstm_autoencoder,1
ALERT_367950,367950,0.991548181544928,critical,lstm_autoencoder,1
ALERT_095803,95803,0.9914861185511996,critical,lstm_autoencoder,1
ALERT_111987,111987,0.9914504084886684,critical,lstm_autoencoder,1
ALERT_324200,324200,0.9911995316565766,critical,"isolation_forest, lstm_autoencoder, deep_clustering",3
ALERT_323925,323925,0.9910096607838952,critical,lstm_autoencoder,1
ALERT_011880,11880,0.9909965680314272,critical,lstm_autoencoder,1
ALERT_158218,158218,0.990934899719069,critical,lstm_autoencoder,1
ALERT_035903,35903,0.9907691383939776,critical,lstm_autoencoder,1
ALERT_342453,342453,0.9907222677530676,critical,lstm_autoencoder,1
ALERT_175557,175557,0.9905472346311224,critical,lstm_autoencoder,1
ALERT_250857,250857,0.9904915485276498,critical,lstm_autoencoder,1
ALERT_029642,29642,0.9904633625583829,critical,lstm_autoencoder,1
ALERT_206141,206141,0.9903743007718636,critical,lstm_autoencoder,1
ALERT_096766,96766,0.9903522998653383,critical,lstm_autoencoder,1
ALERT_261778,261778,0.9903325366510196,critical,lstm_autoencoder,1
ALERT_021326,21326,0.9903295114407318,critical,lstm_autoencoder,1
ALERT_035871,35871,0.9902892904886528,critical,lstm_autoencoder,1
ALERT_254197,254197,0.9902528931010628,critical,lstm_autoencoder,1
ALERT_073051,73051,0.99017667233676,critical,"isolation_forest, lstm_autoencoder",2
ALERT_191885,191885,0.9901720205175564,critical,lstm_autoencoder,1
ALERT_359308,359308,0.9901418333335344,critical,"isolation_forest, lstm_autoencoder, deep_clustering",3
ALERT_186523,186523,0.9900907166941992,critical,lstm_autoencoder,1
ALERT_283704,283704,0.989971318197344,critical,lstm_autoencoder,1
ALERT_081493,81493,0.9899406257976392,critical,lstm_autoencoder,1
ALERT_089692,89692,0.9898574661788296,critical,lstm_autoencoder,1
ALERT_139273,139273,0.9897266784399048,critical,lstm_autoencoder,1
ALERT_150844,150844,0.989601153941544,critical,lstm_autoencoder,1
ALERT_129459,129459,0.9895770466395803,critical,lstm_autoencoder,1
ALERT_192797,192797,0.9892758302834777,critical,lstm_autoencoder,1
ALERT_205890,205890,0.9890115096892989,critical,lstm_autoencoder,1
ALERT_205212,205212,0.9889187200877414,critical,lstm_autoencoder,1
ALERT_288673,288673,0.9888024424221734,critical,lstm_autoencoder,1
ALERT_338060,338060,0.988720094583555,critical,lstm_autoencoder,1
ALERT_335286,335286,0.98859541419956,critical,lstm_autoencoder,1
ALERT_169576,169576,0.9885914730483596,critical,lstm_autoencoder,1
ALERT_349114,349114,0.9885730101072262,critical,lstm_autoencoder,1
ALERT_374983,374983,0.9884135071504556,critical,"isolation_forest, lstm_autoencoder",2
ALERT_228000,228000,0.9883533868156816,critical,lstm_autoencoder,1
ALERT_343288,343288,0.9882447289841444,critical,lstm_autoencoder,1
ALERT_266058,266058,0.9881989966812932,critical,"isolation_forest, lstm_autoencoder",2
ALERT_135762,135762,0.9881507557172118,critical,lstm_autoencoder,1
ALERT_367393,367393,0.9880447071104526,critical,lstm_autoencoder,1
ALERT_096060,96060,0.9879728241895516,critical,lstm_autoencoder,1
ALERT_260832,260832,0.987954913906876,critical,lstm_autoencoder,1
ALERT_048658,48658,0.9878817720355888,critical,lstm_autoencoder,1
ALERT_211584,211584,0.9878099631909616,critical,lstm_autoencoder,1
ALERT_244922,244922,0.9877511697511928,critical,lstm_autoencoder,1
ALERT_374808,374808,0.9874659307041098,critical,lstm_autoencoder,1
ALERT_005795,5795,0.98737980118078,critical,lstm_autoencoder,1
ALERT_239538,239538,0.9872183388935808,critical,lstm_autoencoder,1
ALERT_180296,180296,0.9871750121356014,critical,lstm_autoencoder,1
ALERT_143759,143759,0.9871049569522,critical,"isolation_forest, lstm_autoencoder",2
ALERT_365819,365819,0.9870471225353682,critical,"isolation_forest, lstm_autoencoder",2
ALERT_342975,342975,0.986974182825886,critical,lstm_autoencoder,1
ALERT_220356,220356,0.9868300496257596,critical,lstm_autoencoder,1
ALERT_168680,168680,0.9867872364029464,critical,lstm_autoencoder,1
ALERT_111232,111232,0.9867746614460068,critical,lstm_autoencoder,1
ALERT_343077,343077,0.9867256559677708,critical,lstm_autoencoder,1
ALERT_057495,57495,0.9866997052915616,critical,lstm_autoencoder,1
ALERT_135871,135871,0.98669017184089,critical,lstm_autoencoder,1
ALERT_254270,254270,0.9865624354441505,critical,lstm_autoencoder,1
ALERT_189211,189211,0.9865394593946984,critical,lstm_autoencoder,1
ALERT_213402,213402,0.9864064783083332,critical,lstm_autoencoder,1
ALERT_352832,352832,0.9861982393355504,critical,lstm_autoencoder,1
ALERT_015327,15327,0.9859702603983604,critical,lstm_autoencoder,1
ALERT_176364,176364,0.9859653499745842,critical,"isolation_forest, lstm_autoencoder",2
ALERT_254905,254905,0.9859638601710976,critical,"isolation_forest, lstm_autoencoder",2
ALERT_314744,314744,0.9859369242463129,critical,"isolation_forest, lstm_autoencoder",2
ALERT_312363,312363,0.9858183037015178,critical,lstm_autoencoder,1
ALERT_365220,365220,0.985663074904752,critical,"isolation_forest, lstm_autoencoder, deep_clustering",3
ALERT_307737,307737,0.9854881942681872,critical,lstm_autoencoder,1
ALERT_182876,182876,0.985402577995049,critical,lstm_autoencoder,1
ALERT_164969,164969,0.985349279647127,critical,lstm_autoencoder,1
ALERT_112920,112920,0.9853477692487852,critical,lstm_autoencoder,1
ALERT_176631,176631,0.985322460145403,critical,lstm_autoencoder,1
ALERT_089116,89116,0.9852771381275928,critical,lstm_autoencoder,1
ALERT_355272,355272,0.9851712630256944,critical,lstm_autoencoder,1
ALERT_269277,269277,0.9847480851364104,critical,lstm_autoencoder,1
ALERT_201758,201758,0.9847463746586338,critical,lstm_autoencoder,1
ALERT_075129,75129,0.9846524668216567,critical,lstm_autoencoder,1
ALERT_299374,299374,0.984570029156602,critical,lstm_autoencoder,1
ALERT_253159,253159,0.98421989884568,critical,lstm_autoencoder,1
ALERT_353034,353034,0.9841383459779154,critical,lstm_autoencoder,1
ALERT_214940,214940,0.9840953046935488,critical,lstm_autoencoder,1
ALERT_047570,47570,0.9840855060576152,critical,lstm_autoencoder,1
ALERT_050152,50152,0.9840580855388896,critical,lstm_autoencoder,1
ALERT_232499,232499,0.9840384736693888,critical,lstm_autoencoder,1
ALERT_238978,238978,0.9839680701092176,critical,lstm_autoencoder,1
ALERT_231668,231668,0.9839525918290308,critical,lstm_autoencoder,1
ALERT_222889,222889,0.9839379046593236,critical,lstm_autoencoder,1
ALERT_098533,98533,0.9839219130896638,critical,lstm_autoencoder,1
ALERT_286933,286933,0.983899475763961,critical,lstm_autoencoder,1
ALERT_300600,300600,0.9838256681918108,critical,lstm_autoencoder,1
ALERT_177225,177225,0.9837799133443096,critical,lstm_autoencoder,1
ALERT_195418,195418,0.9835755101333632,critical,lstm_autoencoder,1
ALERT_208524,208524,0.983517464792867,critical,"isolation_forest, lstm_autoencoder",2
ALERT_154442,154442,0.9832610323661908,critical,lstm_autoencoder,1
ALERT_027180,27180,0.9831329883465136,critical,lstm_autoencoder,1
ALERT_340188,340188,0.9831005731306612,critical,lstm_autoencoder,1
ALERT_144856,144856,0.9830960589110286,critical,lstm_autoencoder,1
ALERT_049639,49639,0.9829690608063671,critical,lstm_autoencoder,1
ALERT_223474,223474,0.9829246763572056,critical,lstm_autoencoder,1
ALERT_017348,17348,0.9829201895488764,critical,lstm_autoencoder,1
ALERT_014047,14047,0.9828654340198714,critical,lstm_autoencoder,1
ALERT_215893,215893,0.9826686489224132,critical,lstm_autoencoder,1
ALERT_178930,178930,0.9826097420817218,critical,"isolation_forest, lstm_autoencoder",2
ALERT_107499,107499,0.9825338240485908,critical,lstm_autoencoder,1
ALERT_045818,45818,0.9825028770493008,critical,lstm_autoencoder,1
ALERT_174894,174894,0.982464997931198,critical,lstm_autoencoder,1
ALERT_109897,109897,0.9824216898296192,critical,lstm_autoencoder,1
ALERT_000306,306,0.9823823864619812,critical,lstm_autoencoder,1
ALERT_186212,186212,0.9823499078563616,critical,lstm_autoencoder,1
ALERT_240538,240538,0.98229911747759,critical,"lstm_autoencoder, deep_clustering",2
ALERT_047503,47503,0.9822981278477786,critical,lstm_autoencoder,1
ALERT_348533,348533,0.982287667328181,critical,lstm_autoencoder,1
ALERT_193190,193190,0.9822858956491012,critical,lstm_autoencoder,1
ALERT_015116,15116,0.982244858455051,critical,"isolation_forest, lstm_autoencoder",2
ALERT_276798,276798,0.9822128750123464,critical,lstm_autoencoder,1
ALERT_247407,247407,0.9820896239993212,critical,lstm_autoencoder,1
ALERT_246506,246506,0.9819517372597316,critical,lstm_autoencoder,1
ALERT_051361,51361,0.981680081591715,critical,lstm_autoencoder,1
ALERT_146358,146358,0.9815269734846094,critical,lstm_autoencoder,1
ALERT_196586,196586,0.98149443038376,critical,lstm_autoencoder,1
ALERT_126431,126431,0.9814292234775754,critical,lstm_autoencoder,1
ALERT_313096,313096,0.9814168081463605,critical,"isolation_forest, lstm_autoencoder",2
ALERT_160146,160146,0.9814151130832536,critical,lstm_autoencoder,1
ALERT_062942,62942,0.9814074736927632,critical,lstm_autoencoder,1
ALERT_371687,371687,0.9813732477665348,critical,lstm_autoencoder,1
ALERT_125289,125289,0.9812400041590442,critical,lstm_autoencoder,1
ALERT_122704,122704,0.980981403186685,critical,lstm_autoencoder,1
ALERT_026601,26601,0.9809405680677964,critical,lstm_autoencoder,1
ALERT_021407,21407,0.9808568960865452,critical,lstm_autoencoder,1
ALERT_029053,29053,0.9808519921950184,critical,lstm_autoencoder,1
ALERT_259643,259643,0.9808068135420522,critical,lstm_autoencoder,1
ALERT_240874,240874,0.9808016255334604,critical,lstm_autoencoder,1
ALERT_268941,268941,0.9807284884382114,critical,lstm_autoencoder,1
ALERT_284399,284399,0.9806755000483272,critical,lstm_autoencoder,1
ALERT_078634,78634,0.9806612841393448,critical,lstm_autoencoder,1
ALERT_274865,274865,0.9806574936837242,critical,lstm_autoencoder,1
ALERT_109125,109125,0.9805852153435192,critical,lstm_autoencoder,1
ALERT_279375,279375,0.980531143645791,critical,lstm_autoencoder,1
ALERT_277303,277303,0.980438859597344,critical,lstm_autoencoder,1
ALERT_319771,319771,0.9803562583447204,critical,lstm_autoencoder,1
ALERT_073358,73358,0.980330668997521,critical,lstm_autoencoder,1
ALERT_066542,66542,0.9802495028485588,critical,lstm_autoencoder,1
ALERT_119756,119756,0.980198827357478,critical,lstm_autoencoder,1
ALERT_198351,198351,0.9800790771695368,critical,lstm_autoencoder,1
ALERT_222323,222323,0.9800420043490142,critical,lstm_autoencoder,1
ALERT_044245,44245,0.9798633755082548,high,lstm_autoencoder,1
ALERT_183648,183648,0.9798415076205604,high,lstm_autoencoder,1
ALERT_343875,343875,0.9798319300055504,high,lstm_autoencoder,1
ALERT_362160,362160,0.9796815367089018,high,lstm_autoencoder,1
ALERT_134523,134523,0.9795512046555936,high,lstm_autoencoder,1
ALERT_242453,242453,0.9794167330179676,high,lstm_autoencoder,1
ALERT_176724,176724,0.979392613454391,high,lstm_autoencoder,1
ALERT_082570,82570,0.979389362151597,high,lstm_autoencoder,1
ALERT_006799,6799,0.9793428504492888,high,lstm_autoencoder,1
ALERT_161393,161393,0.9792800873555284,high,lstm_autoencoder,1
ALERT_371316,371316,0.9792755527619532,high,lstm_autoencoder,1
ALERT_242959,242959,0.9792677425597666,high,lstm_autoencoder,1
ALERT_177718,177718,0.9792275183083587,high,lstm_autoencoder,1
ALERT_153430,153430,0.9790332620027749,high,lstm_autoencoder,1
ALERT_095132,95132,0.97879799100187,high,lstm_autoencoder,1
ALERT_074619,74619,0.9787840337464714,high,lstm_autoencoder,1
ALERT_057090,57090,0.978638201621619,high,lstm_autoencoder,1
ALERT_298153,298153,0.9786327259974764,high,lstm_autoencoder,1
ALERT_119209,119209,0.9785575173128664,high,lstm_autoencoder,1
ALERT_295224,295224,0.978529048911678,high,lstm_autoencoder,1
ALERT_097122,97122,0.9785173212398814,high,lstm_autoencoder,1
ALERT_048347,48347,0.9783825020269252,high,lstm_autoencoder,1
ALERT_069708,69708,0.9783725498141812,high,lstm_autoencoder,1
ALERT_057729,57729,0.978284323006672,high,lstm_autoencoder,1
ALERT_362936,362936,0.9782198259929114,high,lstm_autoencoder,1
ALERT_187608,187608,0.9781423284609452,high,lstm_autoencoder,1
ALERT_379357,379357,0.9779822434244426,high,lstm_autoencoder,1
ALERT_009937,9937,0.977976790803934,high,lstm_autoencoder,1
ALERT_217437,217437,0.9778264634826712,high,lstm_autoencoder,1
ALERT_141682,141682,0.9777760089353976,high,lstm_autoencoder,1
ALERT_374021,374021,0.9777242584715858,high,lstm_autoencoder,1
ALERT_038802,38802,0.9775805696794312,high,lstm_autoencoder,1
ALERT_034327,34327,0.9775682120041772,high,lstm_autoencoder,1
ALERT_123175,123175,0.9775335322792,high,lstm_autoencoder,1
ALERT_237358,237358,0.9774792997802656,high,lstm_autoencoder,1
ALERT_083291,83291,0.977432266258618,high,lstm_autoencoder,1
ALERT_035107,35107,0.9774306975386498,high,lstm_autoencoder,1
ALERT_029962,29962,0.9773592966322006,high,lstm_autoencoder,1
ALERT_285033,285033,0.977299999546226,high,lstm_autoencoder,1
ALERT_101823,101823,0.9772990240656364,high,lstm_autoencoder,1
ALERT_177142,177142,0.9772542908018502,high,lstm_autoencoder,1
ALERT_165779,165779,0.9772065407046168,high,lstm_autoencoder,1
ALERT_345432,345432,0.9771188224313252,high,lstm_autoencoder,1
ALERT_090057,90057,0.9770478734387592,high,lstm_autoencoder,1
ALERT_103084,103084,0.9770273431688132,high,lstm_autoencoder,1
ALERT_205530,205530,0.9769526036054588,high,lstm_autoencoder,1
ALERT_089677,89677,0.9769008016431632,high,lstm_autoencoder,1
ALERT_322408,322408,0.976829974392236,high,lstm_autoencoder,1
ALERT_369906,369906,0.9767904000458848,high,lstm_autoencoder,1
ALERT_219647,219647,0.97670129659965,high,lstm_autoencoder,1
ALERT_234344,234344,0.9766501481681245,high,lstm_autoencoder,1
ALERT_130021,130021,0.976544623246526,high,lstm_autoencoder,1
ALERT_004882,4882,0.9764777012665734,high,lstm_autoencoder,1
ALERT_102485,102485,0.9763970933457626,high,lstm_autoencoder,1
ALERT_352723,352723,0.9763742036364308,high,lstm_autoencoder,1
ALERT_020632,20632,0.9762739292857447,high,lstm_autoencoder,1
ALERT_105653,105653,0.9762672572883708,high,lstm_autoencoder,1
ALERT_149321,149321,0.9762315111919092,high,lstm_autoencoder,1
ALERT_130414,130414,0.975960228994863,high,lstm_autoencoder,1
ALERT_153436,153436,0.9758744122447344,high,lstm_autoencoder,1
ALERT_330502,330502,0.9758677963715744,high,lstm_autoencoder,1
ALERT_021909,21909,0.9758561809543532,high,lstm_autoencoder,1
ALERT_318950,318950,0.9758374102243312,high,lstm_autoencoder,1
ALERT_175032,175032,0.9757211325383056,high,lstm_autoencoder,1
ALERT_146524,146524,0.9756813022928932,high,lstm_autoencoder,1
ALERT_324058,324058,0.9756542853739366,high,lstm_autoencoder,1
ALERT_140273,140273,0.9756516974714408,high,lstm_autoencoder,1
ALERT_098256,98256,0.9756220523132586,high,lstm_autoencoder,1
ALERT_026928,26928,0.9756054718230348,high,lstm_autoencoder,1
ALERT_228994,228994,0.9754943447832152,high,lstm_autoencoder,1
ALERT_088147,88147,0.9754918184523944,high,"isolation_forest, lstm_autoencoder",2
ALERT_199261,199261,0.9754788252894594,high,lstm_autoencoder,1
ALERT_042440,42440,0.975470201883658,high,lstm_autoencoder,1
ALERT_258105,258105,0.975428131413165,high,lstm_autoencoder,1
ALERT_271032,271032,0.9753689282812826,high,lstm_autoencoder,1
ALERT_123660,123660,0.975284604774028,high,lstm_autoencoder,1
ALERT_161796,161796,0.9752551104084042,high,lstm_autoencoder,1
ALERT_084446,84446,0.9752251556101748,high,lstm_autoencoder,1
ALERT_092547,92547,0.9752095267296556,high,lstm_autoencoder,1
ALERT_199148,199148,0.975183989165276,high,lstm_autoencoder,1
ALERT_197962,197962,0.9751482721174723,high,"isolation_forest, lstm_autoencoder, deep_clustering",3
ALERT_344508,344508,0.9751321218014324,high,lstm_autoencoder,1
ALERT_130650,130650,0.9750896393252804,high,lstm_autoencoder,1
ALERT_137972,137972,0.9749761569250192,high,lstm_autoencoder,1
ALERT_151043,151043,0.9748814252803985,high,lstm_autoencoder,1
ALERT_156650,156650,0.9748624782436844,high,lstm_autoencoder,1
ALERT_372822,372822,0.974843858780195,high,lstm_autoencoder,1
ALERT_089912,89912,0.9747514430290644,high,lstm_autoencoder,1
ALERT_357936,357936,0.9746583041050642,high,lstm_autoencoder,1
ALERT_085405,85405,0.9746415594255144,high,lstm_autoencoder,1
ALERT_249517,249517,0.9746320116236596,high,lstm_autoencoder,1
ALERT_040077,40077,0.9746138471694914,high,lstm_autoencoder,1
ALERT_087856,87856,0.974575659231755,high,"isolation_forest, lstm_autoencoder",2
ALERT_264781,264781,0.9745426815024376,high,lstm_autoencoder,1
ALERT_274335,274335,0.9745079627174538,high,lstm_autoencoder,1
ALERT_364849,364849,0.9744373901348452,high,lstm_autoencoder,1
ALERT_077590,77590,0.9743610069306043,high,"isolation_forest, lstm_autoencoder",2
ALERT_048878,48878,0.9742584011853545,high,lstm_autoencoder,1
ALERT_245075,245075,0.974166189845038,high,lstm_autoencoder,1
ALERT_042700,42700,0.9741427645896732,high,lstm_autoencoder,1
ALERT_128312,128312,0.9741356514128232,high,lstm_autoencoder,1
ALERT_317964,317964,0.9741089018743614,high,lstm_autoencoder,1
ALERT_198361,198361,0.9739219145769994,high,lstm_autoencoder,1
ALERT_144000,144000,0.9737012504619308,high,lstm_autoencoder,1
ALERT_298699,298699,0.9735891319866804,high,lstm_autoencoder,1
ALERT_055909,55909,0.9734650459138144,high,"isolation_forest, lstm_autoencoder, deep_clustering",3
ALERT_085403,85403,0.9734542246736954,high,lstm_autoencoder,1
ALERT_265410,265410,0.973287874600414,high,lstm_autoencoder,1
ALERT_159421,159421,0.9732565347765486,high,lstm_autoencoder,1
ALERT_271805,271805,0.9731974790905582,high,lstm_autoencoder,1
ALERT_231300,231300,0.973122098373819,high,lstm_autoencoder,1
ALERT_295560,295560,0.9730982273170712,high,lstm_autoencoder,1
ALERT_330272,330272,0.9730478547328988,high,lstm_autoencoder,1
ALERT_339028,339028,0.9729521572502084,high,lstm_autoencoder,1
ALERT_132613,132613,0.9729004598924414,high,lstm_autoencoder,1
ALERT_145939,145939,0.9728604053921702,high,lstm_autoencoder,1
ALERT_189694,189694,0.9726964132154814,high,lstm_autoencoder,1
ALERT_200254,200254,0.972642853522091,high,"isolation_forest, lstm_autoencoder",2
ALERT_358338,358338,0.9725580859848398,high,lstm_autoencoder,1
ALERT_126798,126798,0.9725463099275092,high,"isolation_forest, lstm_autoencoder",2
ALERT_110166,110166,0.9725439733766028,high,lstm_autoencoder,1
ALERT_043575,43575,0.972517021267864,high,lstm_autoencoder,1
ALERT_057778,57778,0.9725014818838948,high,lstm_autoencoder,1
ALERT_192731,192731,0.9724461838033116,high,lstm_autoencoder,1
ALERT_151430,151430,0.9723737633079352,high,lstm_autoencoder,1
ALERT_360609,360609,0.9723031690455344,high,lstm_autoencoder,1
ALERT_242098,242098,0.9722783188407458,high,lstm_autoencoder,1
ALERT_355295,355295,0.9720933577074504,high,lstm_autoencoder,1
ALERT_267156,267156,0.972091691074479,high,lstm_autoencoder,1
ALERT_236800,236800,0.9720006795472184,high,lstm_autoencoder,1
ALERT_214281,214281,0.971972242605686,high,lstm_autoencoder,1
ALERT_352009,352009,0.9719446457525124,high,lstm_autoencoder,1
ALERT_204819,204819,0.9718752275429374,high,lstm_autoencoder,1
ALERT_243988,243988,0.9715254090189626,high,lstm_autoencoder,1
ALERT_278781,278781,0.9714962788483964,high,lstm_autoencoder,1
ALERT_099084,99084,0.971411171765878,high,"isolation_forest, lstm_autoencoder, deep_clustering",3
